Opinion,Brand,Body
neu,apl,"So @apple the new iMessage is great and all, but is there a way to default to SMS when I'm not on wifi? I have limited data.
"
neu,msf,"Book Published! #Microsoft #SharePoint 2010 Power User Cookbook: http://t.co/A8ZqMpYP @spmentor http://t.co/v0mO0VkQ
"
neu,ggl,"3 new stuffs today, #Motorola #razr, #Samsung #Galaxy #Nexus, #Google #Android 4.0 #IceCreamSandwich #ICS ~
"
neg,apl,"Well @apple seems 2b screwing #iphone 4s resellars. They still dont have 4s. Yet were promised. Similar 2 Ma Bell's monopolistic prctices?
"
neu,twt,"Finally off to bed..Nighty night #twitter world!
"
pos,msf,"If you didn't know - Free #Microsoft #HTML5 @Webcamps on West Coast MountainView Redmond Portland check them out http://t.co/L86OWQRE
"
irr,twt,"#twitter تويتر حيث تنتقل الثرثرة من اللسان الى الاصابع
"
irr,twt,"Cuando no tengo nada que hacer #twitter, cuando estoy haciendo tareas #twitter, cuando estoy en #twitter no hago NADA
"
neu,msf,"#Microsoft shows 'touch screen' for any surface http://t.co/sNaPW5tl
"
neu,ggl,"Android Ice Cream Sandwich adds Face Unlock feature http://t.co/45HxZE0o #Tech #google
"
neg,msf,"Ouch!!! #Microsoft #Azure #fail http://t.co/LJpGVZJT
"
neu,ggl,"Just wonder how much time it will take throw an update of #android ICS on Nexus S !!! Please #google make it quick this time
"
irr,twt,"Estoy dando clases de #twitter @jasaro10
"
irr,msf,"#Microsoft y el nuevo #Omnitouch, convierte cualquier superficie en pantalla tactil, http://t.co/TkgcW6y8
"
irr,msf,"#Microsoft lanza sitio oficial de #Skype http://t.co/zL951yca
"
irr,ggl,"Google y Samsung presentan oficialmente el Galaxy Nexus http://t.co/NKoXMfOi vía @xatakamovil #Google #Samsung #Galaxy #Android
"
neu,twt,"@garbage Welcome to #Twitter!
"
pos,apl,"Laundering Ari's iPhone not my finest moment. But after drying in bag of (organic :-) rice for 4 days it booted up!!!!!!!!!!! @apple
"
neu,msf,"#Microsoft CEO on #Android: You Have to Be a #Computer #Scientist to Use It - huffington post http://t.co/7PDBvauM #tech #mobile
"
neu,apl,"#motoactiv? Methinks @apple and maybe @Nike are already prepping lawsuits
"
neg,twt,"RT @FuckingShinez: #Twitter = #Dead """"this is why im never on it now""""
"
irr,twt,"@Marbelle30 ...Esta familia de #twitter cada vez crece mas y mas rápidamente estas en 71.406 seguidores y estoy seguro que serán muchos mas.
"
irr,ggl,"BUGOU asoeijoaijoriaejr #icecreamsandwich #galaxynexus #google #samsung
"
irr,msf,"http://t.co/Ir6Ld23I """"Microsoft-Chef Ballmer lästert über Android"""" #microsoft #yumad #derstandard
"
neu,ggl,"RT @bytenow: The next pure #Google phone is the #Galaxy #Nexus by #Samsung. It's fast and has a nice screen - http://t.co/9RwvaUkq
"
irr,twt,"uff... así con el #twitter... nada que hacer al respecto #anoquesociólogo
"
neg,apl,"@Blackberry does take better quality photos than @Apple iPhone though. I give them that! #photograhersEye
"
neg,ggl,"+1 RT @tah_med: the background is SO horrible for this stream #Samsung #Google #NexusPrime they should've seen what #Adobe did at #AdobeMAX
"
neg,twt,"I feel all alone on #twitter. #itstolate
"
irr,twt,"Dime porque demonios existes #Twitter ?! Oh si! Para causarle insomnio a cualquera que pase no?
"
irr,ggl,"ドコモ、Android 4.0採用の「GALAXY Nexus」を11月発売 - AV Watch http://t.co/MzTgzn1u #google
"
neu,apl,"@ATTCustomerCare @att @apple I already have an iPhone 4 with an ATT contract. Can I buy a factory UNLOCKED iPhone 4S with my contract?
"
neu,apl,"I hope @apple will release an app for Siri for us non-apple 4s users. #apple #iphone #siri
"
irr,ggl,"#1 #Google ranked funniest #FUNNY #tshirts on the net #Sushi #BarExam http://t.co/fXJyOZeV #lawschool #lawyers #SALE #humor #lawyers
"
pos,twt,"Today I was introduced as BigDealDawson at #LGFW ! O #twitter and #social media I love you! Teehee xx
"
neu,ggl,"RT @meko2301: #Google #Android #ICS #IceCreamSandwich
"
irr,msf,"Tomorrow a #IPv6 presentatie #NLUUG, #Microsoft dedication to #IPv6
"
neu,twt,"Let's be honest #twitter, nothing's #trending en #español.
"
neu,twt,"Shout ou to all my followers! #TWitTER
"
neu,msf,"Steve Ballmer slams Android #microsoft #steveballmer http://t.co/iYTWIZzv #microsoft
"
irr,msf,"Nieuwe blogpost:Topsport: http://t.co/Fz5qx2cg #datacenter #privatecloud #microsoft
"
irr,twt,"me acabo de dar cuenta q tengo mas seguidores en #Twitter :D gracias y espero q sigan sumandoo mas y mas :D para seguir aun mas activo aki
"
neu,msf,"RT @KnowYourMobile Steve Ballmer says new Windows Phones will launch at Nokia World event | http://t.co/uQghSamj #WP7 #microsoft
"
pos,ggl,"Simply Amazing! http://t.co/9qmG3irA #Google #Samsung #Galaxy #Nexus #Prime #Android4 #IceCreamSandwich
"
neu,ggl,"RT @BuzzzIt: BuzZz...: Google Wallet Introduction Video http://t.co/Q00gYwQH #Google #Wallet
"
irr,apl,"Welp. RT @Tree @Apple you didn't fall too far from me, huh? RT @NikkiNotNiki Nia Long's mom is gorgeous..
"
irr,twt,"Etre influent sur #Twitter: publication de contenus qui engagent à l'action. http://t.co/H2qmDwpP EN via @jeffbullas
"
irr,ggl,"Use Caution When Sharing on Social Networks http://t.co/SXNoBASn via @LarryMagid #youth #facebook #google+
"
pos,ggl,"#Google #Nexus press conference http://t.co/2WV01o5v #slick
"
neg,apl,"@apple just now seeing none of my Microsoft Office programs work anymore after Lion upgrade. Why??
"
neu,ggl,"Why is everyone hating on #Android #IceCreamSandwich? #ICS #everyoneisacritic #os #google
"
neu,msf,"i see the #microsoft #lync 64-bit installer still tries to install to C:\Program Files (x86)
"
irr,msf,"EIndelijk, #Google Ice Cream Sandwich. Goodbye #Microsoft and #Apple!
"
neu,twt,"GN #TWITTER
"
neu,apl,"Is at the @apple store waiting for a poorly iMac to be seen by a genius. Hopefully this will be painless. Not too bad in here.
"
neu,msf,"#Teamfollowback -Microsoft expands Windows Phone Marketplace to India #microsoft #windowsphone #india
"
irr,msf,"Nuevo #Microsoft #PocketTouch (para usar el telefono sin sacarlo del bolsillo) http://t.co/0LdAVDnj
"
neu,msf,"#Microsoft Windows Server 2008 R2 Enterprise OEM #preisvergleich http://t.co/0jWsfMQn Bewertung softline24 #test #Microsoft
"
neg,apl,"Dear @apple: Why did all my PDFs and ePub files disappear from ibooks in my iPhone post ios5 upgrade? This hurts. #3GS #needsomethingtoread
"
pos,apl,"RT @imightbewrong: I'm OVER people bitching about the #iPhone4S... I think it's the smartest phone I've ever had and I'm very happy. : ...
"
irr,msf,"Mit Ihrem Feedback #TechNet verbessern: http://t.co/vGCoTK8z #microsoft
"
irr,twt,"troquei meu avatar do #twitter rs.
"
pos,msf,"Windows Runtime and .NET: Better Together http://t.co/z7BBJ1xU #dotnet #dev #WinRT #microsoft
"
neg,apl,"By far the worst experience upgrading out of any version of iOS @apple #iOS5
"
neu,msf,"CNET » #Microsoft #OmniTouch allows multitouch input on arbitrary, everyday surfaces (via @andretelles) » http://t.co/fEB4uIMr
"
neu,twt,"Goodmorning #twitter! :)
"
irr,ggl,"Už vím, jaký bude můj příští mobil! http://t.co/UzI5aEXa #Google #Android #GalaxyNexus
"
neu,msf,"On the blog we discuss #Microsoft embracing of #Apache #Hadoop for big data - http://t.co/q3YNLQck #opensource #bigdata #IT
"
neu,apl,"@sprint is slow, slow, slow. beware when signing with #SlowSprint. @apple #iphone #iphone4 #iphone4s #Siri #android #TheBufferingNetwork
"
pos,ggl,"New Galaxy Nexus: App Improvements - Inbuilt Panoramic Pictures #nexus #samsung #google #android bit.ly/nEJbyE
"
irr,ggl,"#Android #IceCreamSandwich 4.0 y el Galaxy Nexus, no necesitas nada más... #samsung #google
"
irr,msf,"Endlich kommt mein lang ersehntes Feature aus SciFi Filmen - #Microsoft #OmniTouch macht aus allem einen Touchscreen: http://t.co/4m2lrVUz
"
irr,msf,"@torbenleuschner die haben was an der Waffel #ie #microsoft #wunschdenken
"
neu,msf,"#HPVirtualSystem 4 #Microsoft is the latest solution from HP & Microsoft’s $250 million I2A initiative http://t.co/4VCIUZGL
"
neg,apl,"@NickTheFNicon He can send but not rcve txts so he has an apt @apple at 4pm.Then he exclaims: And I waited a whole YEAR for this phone!!LMAO
"
irr,apl,"@apple pratet om en versjon av iPod touch til barn. De ombestemte seg da tittelen nærmet seg #iTouch Kids.
"
neu,twt,"#Tweetdeck working but not #Twitter for #Android
"
neu,twt,"Night #twitter lord please let that girl get some sleep
"
neu,apl,"Couldnt help it & explored the #iphone4s @apple store & talked to #Siri... Should've tried to speak to her in French?! #nexttime
"
pos,apl,"Welcome to the twitter world @MarkStuver. This is due to #iOS5 and @apple thanks guys.
"
irr,ggl,"En train de suivre la keynote Google - Ice Cream Sandwich.. #Google #icecreamsandwich
"
neg,apl,"@apple What's the point of iCloud wireless updates when ios5 now forces me to use the computer to charge my ipod touch now? #worstupdateever
"
neu,ggl,"The competition: #Google introduces #Android 4.0 Ice Cream Sandwich and the Galaxy Nexus http://t.co/4vGGHF43
"
irr,twt,"""""Mejorar la calidad de la educación"""" A la señora ministra le bastaria los 140 caracteres de #twitter para explicar su grandiosa reforma.
"
irr,ggl,"Galaxy Nexus: El nuevo teléfono de Google y Samsung http://t.co/laKDByOT #nexus #google #android
"
neu,msf,"#SIGSource #Microsoft's Tami Reller says get on the bus and if you don't want to be on the bus, get off the road.
"
irr,apl,"@bassponton @iphoneclub @kpn @iphone @apple ja. En dan heb je voor dat geld ook nog een datalimiet....
"
irr,msf,"RT @diegocambiaso: #Microsoft en el futuro: Kinect y su tecnología avanzada http://t.co/kjiGyuFr
"
neg,apl,"Oh, @apple. Steve obviously had nothing to do with iPhoto, as it's the perfect opposite of 'insanely great'. Get it fixed, please.
"
pos,apl,".@apple you got me. I'm now invested. MacBook Pro next year. Time to get on selling more of my #android gear
"
neu,apl,"RT @rdingwell: .@Apple has a record quarter and because a bunch of professional guessers (aka analysts) wanted more, its a disappointmen ...
"
neu,ggl,"#SamsungGalaxyNexus #google #android #Face Unlock.Ice Cream Sandwich literally knows your face. http://t.co/vUyxwrxW
"
neu,apl,"@RIM to release new generation of phones in the new year to contend with @Apple... Hmmm.
"
irr,ggl,"发现 #google 特意的故意的不提 #facebook ，哈哈哈。
"
neu,ggl,"#SEO Tip:Google considers the first lines of the page important.Put menu,headers+important text on top. #google
"
irr,apl,"@Notre4Dame @apple haha no fuck that its still took sux and a half hours and i have to be up at 7
"
pos,apl,"@Apple's Siri is witchcraft. What's next @googleresearch. 2 yr lead lost?
"
irr,msf,"No pierdan la oportunidad de registrarse al evento gratuito de Lanzamiento de #Microsoft #Dynamics #AX2012 regístrese: http://t.co/G2SNZEvE
"
neu,apl,"Proof that my dad loves my sis more. RT @AnnaCorinne16 woke up to my dad at my door w my new iphone. he surprised me & went to @apple!
"
neu,twt,"Out of my 7 months of actually gettin on #Twitter. I've only been in #TwitterJail lik 3 times.... #ThugLife! They were long sentences! Lol:)
"
pos,apl,"Kind of excited. On my way to my last class right now and then going to the @Apple store, so buy #MacOSC Snow Leopard and Lion :-)
"
neu,ggl,"#Android #Google Samsung's Galaxy Nexus - It's Official, It's Headed For Global Availability, And It's... http://t.co/TI9Hy8LW #DhilipSiva
"
pos,ggl,"Ice Cream Sandwich u r really delicious Can ditch iPhone for u that's for sure. #Google launches #Android4 aka #IceCreamSandwich :)
"
neg,apl,". if u need me just text me o wait u i wont get it cuz @apple fucks me every time #fuckingpissed
"
irr,twt,"De acuerdo a la encuesta hecha por mi la mayoría de mis amigos de #Facebook no saben utilizar #twitter xD #QueMensos
"
irr,ggl,"Queridos, até amanhã! Até mais! #Google #FAIL #ICS #FAIL #NEXUSPRIME #MAOMENO
"
irr,apl,"@macworld_brasil vcs conseguiram fazer funcionar o find my Mac? O meu sempre pede para reportar o erro a @Apple !
"
irr,twt,"si es ese dia, voi a kumplir 2 años kon el #twitter :D
"
irr,msf,"#Microsoft convierte en táctil a cualquier superficie [VIDEO] http://t.co/RsXmVUxL
"
neu,msf,"Gentle Ballmer meekly suggests the competition is doomed - #Microsoft is winning, winning, winning!: http://t.co/7ntP5MS1 via @thetecheye
"
neg,ggl,"The #Google guys are illustrating the perils of a live demonstration admirably. #GalaxyNexus #ICS #Android
"
neu,twt,"wait... i don't really care what people are doing in their daily lives #twitter
"
neu,ggl,"On Google+ then go here http://t.co/kDHaUfDl #GPlus #Googleplus #Google #teamfollowback #socialnetwork
"
neu,msf,"Steve Ballmer slams Android #microsoft #steveballmer http://t.co/GQqyQbaG #neowin
"
neu,ggl,"#Google confirms #Nexus S will get #Ice_Cream_Sandwich -- for real this time (#Gingerbread devices, too) http://t.co/RajAK9P2
"
neu,msf,"Search Governance in #SharePoint 2010 http://t.co/xtqv4DW5 #microsoft
"
neu,msf,"#Microsoft announces two new Xbox 360 holiday bundles http://t.co/GgLwTSlT
"
neu,msf,"@MSPartners can join: BizSpark http://t.co/YTyl8Wm0 or WebsiteSpark http://t.co/10AzXP9q! #Microsoft #MPN
"
neu,msf,"The Scribble SharePoint Blog: SharePoint 2013 Workflows. Maybe Microsoft can buy Nintex? #Microsoft #SharePoint #SP210 #Workflow #Nintex
"
neu,apl,"@apple gonna see if anyone stayed logged into their fb or twitter #TroubleMaker
"
pos,ggl,"The new android #Nexus phone makes the #iPhone look like a cheap toy at dollar store! #tcot #android #google #RealEstate @Burkepatch
"
irr,msf,"Cachando que @markrussinovich, aparte de ser un maestro #geek, también escribe novelas http://t.co/OcTuUYlo #microsoft
"
irr,msf,"Microsoft Security Essentialの定義ファイルがアップデートしました：1.115.131.0 &gt; http://t.co/8K7uMmFZ #Microsoft
"
neu,ggl,"Cool Infographic: Perks working for the big techs like #Google & #Facebook | http://t.co/lNEgf7Kn
"
neu,ggl,"RT @AndroidTopNews: Nexus Prime rumored to be released on Nov. 3 http://t.co/77HbvLjI #News #google #Ice_Cream_Sandwich #ics #Nexus_Prime
"
pos,msf,"&lt;3 u #microsoft!!!
"
neu,twt,"“@RealJaythoven #twitter and #Facebook gone get sumbody beat up mane everybody b so reckless”
"
neu,msf,"RT @NeowinFeed: Microsoft CEO says company got """"lucky"""" when Yahoo deal fell apart #microsoft #steveballmer http://t.co/l5uNInSW #neowin
"
irr,twt,"Chavez to return to Venezuela after medical tests - Boston Globe #twitter #news
"
neg,twt,"Yep it's official, my tweets that get RT'd aren't showing me when they get RT'd. Dammit #Twitter, sometimes it's #Love/Hate thing we have!!
"
irr,ggl,"Android #ICS predice cuál será tu gasto de datos y te advierte o bloquea para que no gastes más dinero! #tecnologia #ciencia #google
"
neu,ggl,"#Google (and #Twitter ) get ready for the debut of #IceCreamSandwich http://t.co/T36KZ6gf
"
neu,ggl,"Calling All #IceCreamSandwich Lovers | #Google & #Samsung Like in Hong Kong - A new look at what's new from Android http://t.co/DGGsNOh2
"
neg,apl,"@Lisa_Marie1987 shhhh. the evil sith lords @apple may hear you ha!
"
irr,ggl,"Et de 3 #fails, mais au moins c'est du vrai direct #google #nexusprime
"
pos,ggl,"Ready for some Ice Cream Sandwich! #google #android
"
irr,ggl,"Se jodió #iOS5 con #Android 4.0 (Ice Cream Sandwich). Bendito seas #Google !!!
"
neg,msf,"System.IO.File.Delete - You lie! You didn't delete my file, and you didn't throw an exception. WTF!? #microsoft #net
"
neu,apl,"Big mo: In one week, @Apple #iCloud hits 20M users; 25M use #iOS 5 http://t.co/HTpUTBFK via @cnet
"
neu,msf,"Hanging out at #Microsoft Commons with @VinceMayfield
"
irr,ggl,"#Digital : Google en Twitter komen niet tot een overeenkomst voor realtime-zoekdiensten - ... #de #google #en http://t.co/cFmZOejW
"
pos,apl,"Well @apple fixed my #ios5 battery drain problem with a replacement iPhone 4 -- it's working like a champ now
"
neu,msf,"RT @Flipbooks: #Microsoft Researchers Want to Turn Your Hand Into a Touchscreen http://t.co/HIbjxHVD rt @TferThomas #Technology #Tech
"
neu,twt,"Hello !!! Centuries past till to write on #twitter !!! Love you !!! :)
"
neu,msf,"#Microsoft's Kinect brings 'playful learning' to the Xbox 360 http://t.co/1KAi853k
"
irr,twt,"Hace cuanto que no me conecto al msn, ya no le doy tanta bola al facebook, y todo por tu culpa #twitter
"
irr,twt,"#twitter off me llama mi camita jajaja..
"
neu,ggl,"RT @MAGGadget: Fight: Galaxy Nexus vs. Droid RAZR vs. iPhone 4S http://t.co/P3qHh63d #Android #iPhone #Google
"
neg,apl,"Dear @apple your staff at the Little Rock store answered my first 3 questions with """"I don't know."""" they weren't hard questions.
"
neu,apl,"Digital X Worldwide | Today Is Steve Jobs Day In California @apple http://t.co/QSCHuMIN
"
irr,twt,"jajajajaja PTM!! Gigo, si tuvieras #Twitter llegaría a poner todas las idioteces que dices jajajajaja #EpicWin!
"
irr,ggl,"@CarlosTolosa10 jajaja buscalo en #google y ve como esta jajaja
"
irr,ggl,"التقرير الكامل لجهاز Galaxy Nexus الخاص بـ Google http://t.co/MvlI71vK #SE4m #Nexus #Google #android http://t.co/8AfOMTso
"
neu,twt,"RT @Charlielace: Instead of updating your #Twitter why don't you update your life!
"
